state,year,crashType,bus,heavyRigid,articulated,speedLimit,roadUser,gender,age
Vic,1996,Single,No,No,No,80,Motorcycle,Male,39
Vic,1996,Single,No,No,No,60,Passenger,Male,22
Vic,1996,Multiple,No,No,No,100,Passenger,Male,22
Vic,1996,Single,No,No,No,70,Pedestrian,Female,74
Vic,1996,Single,No,No,No,100,Driver,Male,32
Vic,1996,Multiple,No,No,No,100,Driver,Male,44
Vic,1996,Multiple,No,No,No,100,Driver,Female,41
Vic,1996,Multiple,No,No,No,100,Driver,Male,52
Vic,1996,Single,No,No,No,60,Pedestrian,Female,1
Vic,1996,Single,No,No,No,100,Driver,Male,18
Vic,1996,Multiple,No,No,No,100,Pedestrian,Male,25
Vic,1996,Single,No,No,No,100,Driver,Male,34
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,18
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,70
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,24
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,23
Vic,1996,Multiple,No,No,Yes,90,Motorcycle,Male,36
Vic,1996,Single,No,No,No,80,Driver,Male,35
Vic,1996,Multiple,No,No,Yes,100,Passenger,Female,68
Vic,1996,Single,No,No,No,100,Driver,Male,52
Vic,1996,Multiple,No,No,No,100,Driver,Female,13
Vic,1996,Single,No,No,No,100,Driver,Male,24
Vic,1996,Multiple,No,No,No,100,Driver,Female,20
Vic,1996,Single,No,No,No,40,Driver,Male,23
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,48
Vic,1996,Single,No,No,No,70,Pedestrian,Male,2
Vic,1996,Single,No,No,No,70,Pedestrian,Male,86
Vic,1996,Multiple,No,No,No,60,Driver,Male,23
Vic,1996,Single,No,No,No,100,Driver,Male,29
Vic,1996,Single,No,No,No,60,Pedestrian,Male,80
Vic,1996,Multiple,No,No,No,60,Driver,Female,18
Vic,1996,Single,No,No,No,70,Driver,Male,41
Vic,1996,Single,No,No,No,100,Driver,Male,22
Vic,1996,Single,No,No,No,100,Pedestrian,Female,31
Vic,1996,Multiple,No,No,No,60,Driver,Female,77
Vic,1996,Multiple,No,No,Yes,100,Driver,Female,46
Vic,1996,Single,No,No,No,60,Pedestrian,Female,6
Vic,1996,Multiple,No,No,No,80,Driver,Male,59
Vic,1996,Single,No,No,No,100,Driver,Male,22
Vic,1996,Single,No,No,No,60,Pedestrian,Female,78
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,32
Vic,1996,Single,No,No,No,70,Passenger,Female,18
Vic,1996,Single,No,No,No,70,Passenger,Male,19
Vic,1996,Multiple,No,No,No,60,Pedestrian,Male,6
Vic,1996,Single,No,No,No,60,Driver,Male,22
Vic,1996,Single,No,No,No,100,Pedestrian,Male,23
Vic,1996,Multiple,No,No,No,80,Passenger,Male,81
Vic,1996,Single,No,No,Yes,60,Pedestrian,Female,61
Vic,1996,Multiple,No,No,No,60,Driver,Male,28
Vic,1996,Single,No,No,No,70,Driver,Male,71
Vic,1996,Single,No,No,No,60,Passenger,Female,16
Vic,1996,Single,No,No,No,60,Pedestrian,Male,93
Vic,1996,Single,No,No,No,60,Driver,Male,17
Vic,1996,Multiple,No,No,Yes,60,Driver,Female,29
Vic,1996,Single,No,No,No,60,Pedestrian,Male,73
Vic,1996,Single,No,No,No,60,Driver,Male,22
Vic,1996,Multiple,No,No,No,60,Driver,Female,47
Vic,1996,Multiple,No,No,No,60,Driver,Male,48
Vic,1996,Single,No,No,No,100,Driver,Male,50
Vic,1996,Single,No,No,No,100,Driver,Female,29
Vic,1996,Single,No,No,No,60,Pedestrian,Female,52
Vic,1996,Multiple,No,No,No,100,Driver,Male,59
Vic,1996,Multiple,No,No,No,60,Driver,Male,68
Vic,1996,Single,No,No,No,110,Driver,Female,23
Vic,1996,Single,No,No,No,60,Pedestrian,Male,40
Vic,1996,Multiple,No,No,No,60,Driver,Male,60
Vic,1996,Multiple,No,No,No,60,Passenger,Male,25
Vic,1996,Single,No,No,No,100,Motorcycle,Female,29
Vic,1996,Single,No,No,No,100,Driver,Female,51
Vic,1996,Single,No,No,No,100,Driver,Male,49
Vic,1996,Single,No,No,No,100,Driver,Male,19
Vic,1996,Single,No,No,No,60,Driver,Female,26
Vic,1996,Single,No,No,No,60,Pedestrian,Female,81
Vic,1996,Multiple,No,No,No,100,Driver,Female,21
Vic,1996,Single,No,No,No,80,Passenger,Female,27
Vic,1996,Multiple,Yes,No,No,60,Motorcycle,Male,27
Vic,1996,Single,No,No,No,40,Driver,Female,20
Vic,1996,Multiple,No,No,No,100,Driver,Male,45
Vic,1996,Single,No,No,No,80,Pedestrian,Female,32
Vic,1996,Single,No,No,No,60,Pedestrian,Male,89
Vic,1996,Single,No,No,No,60,Pedestrian,Male,45
Vic,1996,Single,No,No,No,70,Pedestrian,Female,48
Vic,1996,Single,No,No,No,80,Pedestrian,Male,80
Vic,1996,Single,No,No,No,70,Driver,Male,22
Vic,1996,Multiple,No,No,No,100,Passenger,Male,21
Vic,1996,Single,No,No,No,100,Driver,Female,39
Vic,1996,Multiple,No,No,No,100,Other,Male,9
Vic,1996,Single,No,No,No,110,Passenger,Female,58
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,18
Vic,1996,Multiple,No,No,No,100,Passenger,Male,63
Vic,1996,Multiple,No,No,No,70,Other,Male,55
Vic,1996,Single,No,No,No,100,Pedestrian,Male,39
Vic,1996,Multiple,No,No,No,100,Driver,Male,50
Vic,1996,Multiple,No,No,No,80,Driver,Male,68
Vic,1996,Multiple,No,No,No,80,Driver,Female,78
Vic,1996,Single,No,No,No,100,Driver,Male,18
Vic,1996,Single,No,No,No,110,Pedestrian,Male,19
Vic,1996,Single,No,No,No,60,Passenger,Male,18
Vic,1996,Single,No,No,No,90,Driver,Female,56
Vic,1996,Multiple,No,No,No,100,Driver,Female,18
Vic,1996,Single,No,No,Yes,60,Pedestrian,Male,48
Vic,1996,Multiple,No,No,No,100,Motorcycle,Male,49
Vic,1996,Multiple,No,No,No,100,Driver,Female,45
Vic,1996,Multiple,No,No,No,100,Driver,Female,34
Vic,1996,Multiple,No,No,No,60,Passenger,Male,20
Vic,1996,Multiple,No,No,No,60,Passenger,Male,20
Vic,1996,Multiple,No,No,No,100,Motorcycle,Male,17
Vic,1996,Single,Yes,No,No,60,Passenger,Male,68
Vic,1996,Single,No,No,No,100,Driver,Male,38
Vic,1996,Single,No,No,No,100,Driver,Female,56
Vic,1996,Multiple,No,No,No,80,Passenger,Female,70
Vic,1996,Multiple,No,No,No,60,Passenger,Male,12
Vic,1996,Single,No,No,No,60,Pedestrian,Male,68
Vic,1996,Single,No,No,No,100,Driver,Male,19
Vic,1996,Multiple,No,No,Yes,110,Driver,Male,22
Vic,1996,Single,No,No,No,60,Passenger,Male,23
Vic,1996,Single,No,No,No,100,Driver,Female,29
Vic,1996,Single,No,No,No,60,Pedestrian,Male,51
Vic,1996,Multiple,No,No,No,100,Driver,Male,21
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,37
Vic,1996,Multiple,No,No,No,100,Passenger,Female,25
Vic,1996,Multiple,No,No,No,100,Driver,Female,68
Vic,1996,Multiple,No,No,No,100,Other,Male,14
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,23
Vic,1996,Single,No,No,No,60,Passenger,Male,20
Vic,1996,Single,No,No,No,100,Passenger,Male,10
Vic,1996,Multiple,No,No,No,100,Driver,Male,20
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,23
Vic,1996,Single,No,No,No,100,Motorcycle,Male,19
Vic,1996,Multiple,No,No,No,70,Passenger,Male,39
Vic,1996,Multiple,No,No,No,100,Passenger,Female,19
Vic,1996,Multiple,No,No,No,60,Driver,Male,82
Vic,1996,Multiple,No,No,No,80,Pedestrian,Female,26
Vic,1996,Single,No,No,Yes,100,Driver,Male,58
Vic,1996,Single,No,No,No,100,Driver,Male,18
Vic,1996,Single,No,No,No,110,Driver,Male,47
Vic,1996,Single,No,No,No,60,Pedestrian,Male,41
Vic,1996,Single,No,No,No,60,Other,Male,54
Vic,1996,Single,No,No,No,70,Passenger,Male,16
Vic,1996,Multiple,No,No,No,80,Driver,Male,29
Vic,1996,Single,No,No,No,100,Passenger,Female,8
Vic,1996,Single,No,No,No,60,Passenger,Male,18
Vic,1996,Single,No,No,No,40,Passenger,Female,23
Vic,1996,Single,No,No,No,100,Passenger,Male,22
Vic,1996,Single,No,No,No,70,Passenger,Male,17
Vic,1996,Single,No,No,Yes,100,Driver,Male,44
Vic,1996,Multiple,No,No,No,100,Passenger,Male,3
Vic,1996,Multiple,No,No,No,100,Driver,Female,52
Vic,1996,Multiple,No,No,No,60,Other,Male,64
Vic,1996,Single,No,No,No,80,Passenger,Female,40
Vic,1996,Single,No,No,No,100,Driver,Male,20
Vic,1996,Multiple,No,No,No,60,Motorcycle,Male,24
Vic,1996,Single,No,No,No,100,Passenger,Male,4
Vic,1996,Multiple,No,No,No,80,Driver,Male,20
Vic,1996,Single,No,No,No,80,Passenger,Female,60
Vic,1996,Single,No,No,No,100,Driver,Male,24
Vic,1996,Multiple,No,No,No,100,Passenger,Female,59
Vic,1996,Single,No,No,No,100,Driver,Female,35
Vic,1996,Single,No,No,No,100,Driver,Male,19
Vic,1996,Single,No,No,No,100,Driver,Male,24
Vic,1996,Single,No,No,No,80,Motorcycle,Male,36
Vic,1996,Single,No,No,No,60,Pedestrian,Female,1
Vic,1996,Single,No,No,No,100,Driver,Male,37
Vic,1996,Multiple,No,No,Yes,100,Driver,Male,28
Vic,1996,Single,No,No,No,100,Driver,Female,36
Vic,1996,Multiple,No,No,No,100,Passenger,Male,69
Vic,1996,Multiple,No,No,No,100,Driver,Male,68
Vic,1996,Multiple,No,No,No,100,Driver,Female,51
Vic,1996,Single,No,No,No,60,Pedestrian,Female,14
Vic,1996,Single,No,No,No,100,Passenger,Male,67
Vic,1996,Single,No,No,No,100,Driver,Female,41
Vic,1996,Single,No,No,No,110,Passenger,Female,28
Vic,1996,Single,No,No,No,100,Passenger,Male,43
Vic,1996,Single,No,No,No,100,Passenger,Female,22
Vic,1996,Multiple,No,No,No,100,Driver,Female,66
Vic,1996,Single,No,No,No,60,Pedestrian,Female,37
Vic,1996,Multiple,No,No,No,100,Driver,Male,34
Vic,1996,Multiple,No,No,No,80,Driver,Male,61
Vic,1996,Multiple,No,No,No,80,Passenger,Male,21
Vic,1996,Multiple,No,No,No,80,Passenger,Female,70
Vic,1996,Multiple,No,No,No,80,Pedestrian,Male,28
Vic,1996,Multiple,No,No,No,100,Motorcycle,Male,20
Vic,1996,Single,No,No,No,70,Passenger,Male,52
Vic,1996,Multiple,No,No,No,70,Passenger,Female,90
Vic,1996,Single,No,No,No,100,Passenger,Male,85
Vic,1996,Multiple,No,No,No,100,Motorcycle,Male,23
Vic,1996,Multiple,No,No,Yes,60,Other,Female,37
Vic,1996,Multiple,No,No,No,80,Driver,Male,66
Vic,1996,Single,No,No,No,100,Driver,Male,20
Vic,1996,Multiple,No,No,No,60,Driver,Male,18
Vic,1996,Single,No,No,No,90,Pedestrian,Male,69
Vic,1995,Single,No,No,No,100,Driver,Male,25
Vic,1995,Single,No,No,No,100,Driver,Male,20
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,22
Vic,1995,Multiple,No,No,No,100,Driver,Female,25
Vic,1995,Single,No,No,No,100,Driver,Male,27
Vic,1995,Multiple,No,No,No,100,Driver,Male,37
Vic,1995,Multiple,No,No,No,70,Other,Male,30
Vic,1995,Single,No,No,Yes,60,Pedestrian,Male,31
Vic,1995,Multiple,No,No,No,100,Driver,Male,29
Vic,1995,Multiple,No,No,No,100,Passenger,Male,2
Vic,1995,Single,No,No,No,80,Driver,Male,27
Vic,1995,Multiple,No,No,No,70,Driver,Male,24
Vic,1995,Multiple,No,No,No,60,Driver,Female,75
Vic,1995,Multiple,No,No,No,100,Passenger,Male,6
Vic,1995,Multiple,No,No,No,100,Passenger,Male,3
Vic,1995,Multiple,No,No,No,100,Driver,Female,38
Vic,1995,Multiple,No,No,No,100,Driver,Male,61
Vic,1995,Single,No,No,No,60,Driver,Male,90
Vic,1995,Multiple,No,No,No,100,Passenger,Female,30
Vic,1995,Multiple,No,No,No,100,Passenger,Male,22
Vic,1995,Multiple,No,No,No,60,Driver,Male,19
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,23
Vic,1995,Multiple,No,No,No,100,Driver,Male,20
Vic,1995,Single,No,No,No,100,Driver,Male,69
Vic,1995,Multiple,No,No,No,60,Driver,Female,31
Vic,1995,Multiple,No,No,No,60,Pedestrian,Male,61
Vic,1995,Multiple,No,No,No,100,Driver,Male,41
Vic,1995,Single,No,No,No,100,Driver,Male,21
Vic,1995,Single,No,No,Yes,60,Passenger,Male,14
Vic,1995,Single,No,No,No,100,Driver,Male,20
Vic,1995,Single,No,No,No,100,Pedestrian,Male,20
Vic,1995,Multiple,No,No,No,80,Motorcycle,Male,27
Vic,1995,Multiple,No,No,No,60,Passenger,Female,92
Vic,1995,Multiple,No,No,No,100,Pedestrian,Male,32
Vic,1995,Single,No,No,No,100,Driver,Male,19
Vic,1995,Multiple,No,No,No,80,Driver,Female,20
Vic,1995,Single,No,No,No,100,Driver,Male,25
Vic,1995,Single,No,No,No,100,Driver,Male,19
Vic,1995,Multiple,No,No,No,100,Passenger,Male,32
Vic,1995,Single,No,No,No,100,Passenger,Male,27
Vic,1995,Multiple,No,No,No,100,Driver,Male,32
Vic,1995,Single,No,No,No,60,Pedestrian,Female,22
Vic,1995,Single,No,No,No,60,Pedestrian,Female,81
Vic,1995,Single,No,No,No,100,Driver,Male,32
Vic,1995,Multiple,No,No,No,60,Driver,Male,26
Vic,1995,Single,No,No,No,110,Passenger,Female,9
Vic,1995,Single,No,No,No,100,Driver,Female,18
Vic,1995,Single,No,No,No,100,Motorcycle,Male,29
Vic,1995,Single,No,No,No,60,Passenger,Male,19
Vic,1995,Single,No,No,No,100,Driver,Male,46
Vic,1995,Single,No,No,No,60,Passenger,Female,17
Vic,1995,Single,No,No,No,100,Driver,Male,22
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,19
Vic,1995,Single,No,No,No,80,Pedestrian,Male,55
Vic,1995,Single,No,No,No,100,Driver,Male,19
Vic,1995,Multiple,No,No,No,100,Driver,Female,20
Vic,1995,Single,No,No,No,100,Driver,Female,41
Vic,1995,Single,No,No,No,80,Driver,Male,28
Vic,1995,Single,No,No,No,100,Driver,Male,17
Vic,1995,Multiple,No,No,No,100,Passenger,Female,15
Vic,1995,Single,No,No,No,70,Motorcycle,Male,27
Vic,1995,Single,No,No,No,100,Driver,Male,49
Vic,1995,Single,No,No,No,100,Passenger,Male,31
Vic,1995,Single,No,No,No,100,Driver,Male,19
Vic,1995,Single,No,No,No,100,Pedestrian,Male,62
Vic,1995,Single,No,No,No,100,Driver,Male,46
Vic,1995,Single,No,No,No,100,Passenger,Male,37
Vic,1995,Multiple,No,No,No,80,Passenger,Male,14
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,53
Vic,1995,Multiple,No,No,No,100,Driver,Male,88
Vic,1995,Multiple,No,No,No,100,Driver,Male,37
Vic,1995,Multiple,No,No,No,80,Passenger,Female,74
Vic,1995,Multiple,No,No,No,60,Passenger,Male,28
Vic,1995,Single,No,No,No,60,Pedestrian,Female,82
Vic,1995,Multiple,No,No,No,100,Driver,Male,18
Vic,1995,Multiple,No,No,Yes,60,Pedestrian,Female,26
Vic,1995,Multiple,No,No,Yes,100,Passenger,Female,19
Vic,1995,Multiple,No,No,No,80,Passenger,Female,84
Vic,1995,Single,No,No,No,100,Driver,Male,26
Vic,1995,Single,No,No,No,100,Motorcycle,Male,27
Vic,1995,Single,No,No,No,100,Motorcycle,Male,37
Vic,1995,Single,No,No,No,100,Driver,Male,36
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,62
Vic,1995,Multiple,No,No,No,100,Driver,Male,63
Vic,1995,Single,No,No,No,60,Pedestrian,Male,51
Vic,1995,Multiple,No,No,No,70,Driver,Male,76
Vic,1995,Multiple,No,No,No,80,Passenger,Male,16
Vic,1995,Multiple,No,No,Yes,100,Passenger,Female,61
Vic,1995,Multiple,No,No,No,100,Driver,Male,46
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,21
Vic,1995,Multiple,No,No,Yes,100,Motorcycle,Male,32
Vic,1995,Multiple,No,No,No,100,Driver,Male,18
Vic,1995,Single,No,No,No,60,Pedestrian,Female,70
Vic,1995,Multiple,No,No,No,70,Passenger,Female,77
Vic,1995,Multiple,No,No,No,80,Passenger,Male,17
Vic,1995,Multiple,No,No,No,80,Passenger,Female,23
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,23
Vic,1995,Multiple,No,No,No,80,Driver,Male,30
Vic,1995,Multiple,No,No,No,80,Driver,Female,29
Vic,1995,Multiple,No,No,No,100,Passenger,Female,24
Vic,1995,Multiple,No,No,No,70,Driver,Male,68
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,38
Vic,1995,Single,No,No,No,100,Driver,Male,27
Vic,1995,Multiple,No,No,No,60,Other,Male,10
Vic,1995,Single,No,No,No,80,Pedestrian,Male,60
Vic,1995,Single,No,No,No,100,Driver,Female,28
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,73
Vic,1995,Single,No,No,No,60,Pedestrian,Male,8
Vic,1995,Single,No,No,No,100,Motorcycle,Male,28
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,34
Vic,1995,Single,No,No,No,60,Pedestrian,Male,26
Vic,1995,Single,No,No,No,80,Passenger,Male,27
Vic,1995,Multiple,No,No,No,100,Other,Male,32
Vic,1995,Single,No,No,No,100,Driver,Male,41
Vic,1995,Multiple,No,No,No,100,Passenger,Male,19
Vic,1995,Single,No,No,No,100,Driver,Male,29
Vic,1995,Multiple,No,No,No,60,Driver,Female,32
Vic,1995,Single,No,No,No,60,Driver,Male,32
Vic,1995,Multiple,No,No,Yes,100,Passenger,Female,51
Vic,1995,Single,No,No,No,100,Pedestrian,Female,16
Vic,1995,Multiple,No,No,No,100,Other,Male,55
Vic,1995,Single,No,No,No,100,Driver,Female,50
Vic,1995,Multiple,No,No,No,100,Passenger,Male,41
Vic,1995,Multiple,No,No,No,100,Motorcycle,Male,25
Vic,1995,Multiple,No,No,No,60,Driver,Male,26
Vic,1995,Multiple,No,No,No,60,Driver,Female,36
Vic,1995,Single,No,No,No,80,Motorcycle,Male,24
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,24
Vic,1995,Multiple,No,No,No,100,Driver,Male,40
Vic,1995,Multiple,No,No,No,100,Passenger,Female,16
Vic,1995,Single,No,No,No,100,Driver,Female,49
Vic,1995,Multiple,No,No,No,100,Driver,Female,20
Vic,1995,Multiple,No,No,No,60,Pedestrian,Male,84
Vic,1995,Multiple,No,No,No,100,Driver,Male,27
Vic,1995,Single,No,No,Yes,100,Driver,Male,25
Vic,1995,Single,No,No,No,110,Pedestrian,Male,30
Vic,1995,Multiple,Yes,No,No,80,Driver,Female,27
Vic,1995,Multiple,No,No,No,70,Pedestrian,Male,23
Vic,1995,Multiple,No,No,No,100,Driver,Male,36
Vic,1995,Single,No,No,Yes,110,Driver,Male,44
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,33
Vic,1995,Multiple,No,No,No,100,Other,Male,36
Vic,1995,Single,No,No,No,100,Driver,Male,29
Vic,1995,Multiple,No,No,No,100,Driver,Male,20
Vic,1995,Single,No,No,No,60,Motorcycle,Male,17
Vic,1995,Multiple,No,No,No,70,Motorcycle,Male,19
Vic,1995,Single,No,No,No,60,Passenger,Male,18
Vic,1995,Multiple,No,No,No,100,Driver,Male,83
Vic,1995,Multiple,No,No,No,100,Driver,Female,28
Vic,1995,Multiple,No,No,No,60,Other,Male,19
Vic,1995,Single,No,No,No,60,Driver,Male,48
Vic,1995,Multiple,No,No,No,80,Driver,Male,65
Vic,1995,Single,No,No,No,60,Pedestrian,Male,36
Vic,1995,Single,No,No,No,100,Driver,Male,19
Vic,1995,Single,No,No,No,100,Passenger,Female,15
Vic,1995,Single,No,No,No,100,Driver,Female,24
Vic,1995,Multiple,No,No,No,100,Driver,Male,36
Vic,1995,Multiple,No,No,No,80,Driver,Male,46
Vic,1995,Single,No,No,No,60,Pedestrian,Male,89
Vic,1995,Multiple,No,No,No,100,Driver,Female,32
Vic,1995,Single,No,No,No,60,Pedestrian,Male,70
Vic,1995,Single,No,No,No,110,Driver,Female,19
Vic,1995,Single,No,No,No,80,Pedestrian,Male,50
Vic,1995,Single,No,No,No,70,Pedestrian,Male,32
Vic,1995,Single,No,No,No,60,Pedestrian,Male,84
Vic,1995,Multiple,No,No,No,60,Pedestrian,Male,29
Vic,1995,Multiple,No,No,No,60,Passenger,Female,94
Vic,1995,Single,No,No,No,80,Driver,Male,21
Vic,1995,Single,No,No,No,80,Passenger,Male,24
Vic,1995,Multiple,No,No,No,80,Pedestrian,Male,52
Vic,1995,Multiple,No,No,No,100,Driver,Male,35
Vic,1995,Multiple,No,No,No,70,Driver,Male,33
Vic,1995,Single,No,No,No,60,Pedestrian,Female,86
Vic,1995,Multiple,No,No,No,80,Driver,Female,38
Vic,1995,Single,No,No,No,60,Pedestrian,Male,82
Vic,1995,Multiple,No,No,No,80,Other,Male,70
Vic,1995,Multiple,No,No,No,100,Other,Female,38
Vic,1995,Single,No,No,No,60,Pedestrian,Male,76
Vic,1995,Single,No,No,No,70,Pedestrian,Male,76
Vic,1995,Single,No,No,No,60,Driver,Male,18
Vic,1995,Single,No,No,No,60,Passenger,Female,20
Vic,1995,Multiple,No,No,No,60,Driver,Male,23
Vic,1995,Multiple,No,No,No,60,Driver,Male,83
Vic,1995,Single,No,No,No,60,Pedestrian,Female,67
Vic,1995,Multiple,No,No,No,100,Driver,Male,46
Vic,1995,Single,No,No,No,100,Driver,Male,22
Vic,1995,Single,No,No,No,80,Pedestrian,Male,36
Vic,1995,Multiple,No,No,Yes,100,Passenger,Male,21
Vic,1995,Multiple,No,No,Yes,60,Motorcycle,Male,29
Vic,1995,Multiple,No,No,Yes,60,Driver,Male,41
Vic,1995,Multiple,No,No,Yes,60,Driver,Male,46
Vic,1995,Multiple,No,No,Yes,60,Passenger,Female,21
Vic,1995,Multiple,No,No,No,100,Passenger,Female,14
Vic,1995,Single,No,No,No,60,Pedestrian,Male,53
Vic,1995,Multiple,No,No,No,60,Passenger,Male,36
Vic,1995,Single,No,No,No,80,Motorcycle,Male,23
Vic,1995,Multiple,No,No,No,100,Passenger,Female,39
Vic,1995,Multiple,No,No,No,100,Passenger,Female,28
Vic,1995,Multiple,No,No,No,90,Driver,Male,21
Vic,1995,Multiple,No,No,No,60,Driver,Male,78
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,33
Vic,1995,Single,No,No,No,80,Pedestrian,Female,82
Vic,1995,Multiple,No,No,No,60,Pedestrian,Male,28
Vic,1995,Single,No,No,No,100,Driver,Male,36
Vic,1995,Single,No,No,No,60,Pedestrian,Female,83
Vic,1995,Single,No,No,No,60,Pedestrian,Male,75
Vic,1995,Single,No,No,No,60,Pedestrian,Male,17
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,24
Vic,1995,Multiple,No,No,No,100,Driver,Female,32
Vic,1995,Multiple,No,No,No,110,Driver,Female,62
Vic,1995,Multiple,No,No,No,90,Passenger,Female,22
Vic,1995,Single,No,No,No,60,Pedestrian,Male,16
Vic,1995,Single,No,No,No,60,Driver,Male,24
Vic,1995,Single,No,No,No,60,Driver,Male,21
Vic,1995,Multiple,No,No,No,60,Pedestrian,Male,19
Vic,1995,Single,No,No,No,70,Passenger,Male,17
Vic,1995,Single,No,No,No,100,Driver,Male,60
Vic,1995,Multiple,No,No,No,100,Passenger,Male,8
Vic,1995,Multiple,No,No,No,100,Passenger,Female,47
Vic,1995,Single,No,No,No,70,Driver,Male,22
Vic,1995,Multiple,No,No,No,100,Passenger,Female,38
Vic,1995,Single,No,No,No,60,Passenger,Female,16
Vic,1995,Single,No,No,No,100,Passenger,Female,20
Vic,1995,Multiple,Yes,No,No,100,Driver,Male,65
Vic,1995,Multiple,No,No,No,100,Driver,Male,63
Vic,1995,Single,No,No,No,100,Driver,Male,20
Vic,1995,Multiple,No,No,No,60,Driver,Female,30
Vic,1995,Single,No,No,No,80,Driver,Male,35
Vic,1995,Single,No,No,No,100,Pedestrian,Male,20
Vic,1995,Multiple,No,No,No,100,Passenger,Female,73
Vic,1995,Multiple,No,No,No,60,Pedestrian,Female,73
Vic,1995,Multiple,No,No,No,80,Driver,Male,40
Vic,1995,Single,No,No,No,100,Motorcycle,Male,27
Vic,1995,Multiple,No,No,No,60,Driver,Female,74
Vic,1995,Single,No,No,No,100,Driver,Female,32
Vic,1995,Single,No,No,No,100,Driver,Female,32
Vic,1995,Multiple,No,No,Yes,100,Driver,Male,62
Vic,1995,Single,No,No,No,70,Pedestrian,Male,55
Vic,1995,Single,No,No,No,60,Pedestrian,Female,47
Vic,1995,Multiple,No,No,No,100,Passenger,Male,24
Vic,1995,Multiple,No,No,No,110,Passenger,Male,70
Vic,1995,Multiple,No,No,No,100,Motorcycle,Male,44
Vic,1995,Single,No,No,No,100,Motorcycle,Male,23
Vic,1995,Multiple,No,No,Yes,100,Driver,Female,39
Vic,1995,Single,No,No,No,100,Pedestrian,Male,44
Vic,1995,Single,No,No,No,80,Driver,Male,23
Vic,1995,Single,No,No,No,60,Pedestrian,Male,64
Vic,1995,Single,No,No,No,100,Motorcycle,Male,19
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,27
Vic,1995,Single,No,No,No,60,Pedestrian,Male,68
Vic,1995,Single,No,No,No,60,Driver,Male,33
Vic,1995,Multiple,No,No,No,60,Passenger,Male,30
Vic,1995,Multiple,No,No,No,100,Driver,Male,39
Vic,1995,Multiple,No,No,No,60,Motorcycle,Male,24
Vic,1995,Single,No,No,No,100,Driver,Male,24
Vic,1995,Multiple,No,No,No,70,Driver,Female,19
Vic,1995,Multiple,No,No,No,100,Driver,Male,47
Vic,1995,Single,No,No,No,60,Pedestrian,Female,33
Vic,1995,Single,No,No,No,60,Pedestrian,Male,10
Vic,1995,Multiple,No,No,No,60,Other,Female,30
Vic,1995,Multiple,No,No,No,100,Driver,Male,47
Vic,1995,Multiple,Yes,No,No,80,Driver,Male,57
Vic,1995,Single,No,No,No,60,Pedestrian,Male,74
Vic,1995,Single,No,No,No,60,Pedestrian,Male,47
Vic,1995,Multiple,No,No,Yes,60,Passenger,Male,4
Vic,1995,Multiple,No,No,No,100,Pedestrian,Male,48
Vic,1995,Multiple,No,No,No,100,Pedestrian,Male,49
Vic,1995,Single,No,No,No,70,Pedestrian,Male,17
Vic,1995,Single,No,No,Yes,100,Driver,Male,27
Vic,1995,Single,No,No,No,60,Driver,Female,65
Vic,1995,Multiple,No,No,No,100,Passenger,Female,45
Vic,1995,Single,No,No,No,60,Pedestrian,Male,82
Vic,1995,Single,No,No,Yes,100,Passenger,Male,25
Vic,1995,Multiple,No,No,No,70,Driver,Male,36
Vic,1995,Multiple,No,No,No,100,Driver,Male,50
Vic,1995,Multiple,No,No,Yes,60,Driver,Male,89
Vic,1995,Multiple,No,No,No,100,Passenger,Female,66
Vic,1995,Multiple,No,No,No,100,Passenger,Female,10
Vic,1995,Multiple,No,No,Yes,60,Passenger,Female,2
Vic,1995,Multiple,No,No,No,100,Driver,Male,37
Vic,1995,Multiple,No,No,No,100,Driver,Male,69
Vic,1995,Multiple,No,No,No,80,Passenger,Male,31
Vic,1995,Multiple,No,No,No,100,Driver,Male,23
Vic,1995,Multiple,No,No,Yes,100,Driver,Female,54
Vic,1995,Single,No,No,Yes,100,Driver,Male,23
Vic,1995,Single,No,No,No,100,Driver,Male,19
